BK.HELL.HH,36.680111,-119.02282,1137.9,314801000.0,314801000.0,314801000.0,2020-11-13,2599-12-31
BK.KCC.HH,37.323631,-119.318703,888.1,3491670000.0,3547370000.0,3922180000.0,2020-01-01,2599-12-31
BK.OVRO.HH,37.23066,-118.283,1213.5,314768000.0,314768000.0,314768000.0,2020-06-24,2599-12-31
CE.42686.HN,36.3007,-116.4136,624.0,1.0,1.0,1.0,2025-09-05,2599-12-31
CE.44015.HN,36.6007,-118.0605,1143.0,214077.43566,214077.43566,214077.43566,2020-05-05,2599-12-31
CI.ADO.HH,34.55046,-117.43391,908.0,629865078.5149846,629865078.5149846,629865078.5149846,2020-01-01,2599-12-31
CI.APL.EH,35.34149,-116.87464,959.0,41922467.43728223,41922467.43728223,41922467.43728223,2021-09-28,2023-01-11T12:00:00Z,41922467.43728223,41922467.43728223,41922467.43728223,2023-01-11T12:00:00Z,2599-12-31
CI.APL.HN,35.34149,-116.87464,959.0,213847.85382300295,213847.85382300295,213847.85382300295,2020-01-01,2021-09-28T12:00:00Z,213847.85382300295,213847.85382300295,213847.85382300295,2021-09-28T12:00:00Z,2599-12-31
CI.AVM.HH,35.06562,-116.61549,708.55,314768280.21817356,314768280.21817356,314768280.21817356,2020-01-01,2021-06-04,314768280.21817356,314768280.21817356,314768280.21817356,2021-06-04,2023-05-03,314798810.11486334,314798810.11486334,314798810.11486334,2023-05-03,2024-08-29,314800731.4413684,314800731.4413684,314800731.4413684,2024-08-29,2599-12-31
CI.BAW.HH,34.839348,-117.14943,732.27,629597620.2297267,629597620.2297267,629597620.2297267,2023-03-16,2024-07-31,629601462.8827368,629601462.8827368,629601462.8827368,2024-07-31,2599-12-31
CI.CCA.HH,35.15252,-118.01649,710.0,626910814.5186613,626910814.5186613,626838832.1559094,2020-01-01,2025-07-08,314932539.2574923,314932539.2574923,314932539.2574923,2025-07-08,2599-12-31
CI.CCC.HH,35.52495,-117.36453,670.0,627368612.8122232,627368612.8122232,627368612.8122232,2020-01-01,2025-07-09,629865078.5149846,629865078.5149846,629865078.5149846,2025-07-09,2599-12-31
CI.CCK.HH,35.14978,-118.197,1293.228,629597620.2297267,629597620.2297267,629597620.2297267,2023-04-05,2024-07-30,629601462.8827368,629601462.8827368,629601462.8827368,2024-07-30,2599-12-31
