AZ.MONP2.HH,32.892,-116.4223,1875.0,629919000.0,629919000.0,629919000.0,2007-09-15,2599-12-31
BC.AGSX.HH,32.2658,-115.1605,0.0,943991000.0,943991000.0,943991000.0,2017-12-01,2599-12-31
BC.ALAMX.HH,32.0075,-115.7083,325.0,920399000.0,922790000.0,919155000.0,2015-12-03,2599-12-31
BC.CBX.HH,32.3131,-116.6636,1250.0,415789000.0,414736000.0,419999000.0,2002-02-22,2599-12-31
BC.CCX.HH,31.86789,-116.66446,36.0,918482000.0,921642000.0,917911000.0,2011-06-29,2599-12-31
BC.CHX.HH,31.4721,-115.0521,40.0,918482000.0,917238000.0,917911000.0,2016-03-04,2599-12-31
BC.CORX.HH,32.4154,-117.2482,74.0,299640000.0,299640000.0,299640000.0,2018-05-18,2599-12-31
BC.CPX.HH,32.4195,-115.305,192.0,917134000.0,922216000.0,918482000.0,2012-05-09,2599-12-31
BC.DOCTX.HH,31.9595,-114.7452,0.0,465382000.0,466251000.0,465961000.0,2015-06-23,2599-12-31
BC.GUVIX.HH,32.3029,-115.076,10.0,271543000.0,271543000.0,271543000.0,2014-06-13,2599-12-31
BC.JARAX.HH,32.5378,-115.5815,0.0,465671000.0,465961000.0,465961000.0,2015-06-18,2599-12-31
BC.OJONX.HH,31.8573,-116.099,894.0,929378000.0,933156000.0,929378000.0,2022-12-25,2599-12-31
BC.PBX.HH,31.7415,-116.7251,345.0,928887000.0,932663000.0,928887000.0,2017-07-13,2599-12-31
BC.PESCX.HH,32.4338,-114.9649,0.0,465961000.0,465961000.0,465671000.0,2015-07-11,2599-12-31
BC.RHX.HH,32.135,-115.2843,16.0,271543000.0,271445000.0,271642000.0,2013-08-26,2599-12-31
BC.RITX.HH,32.166,-114.96158,9.0,465671000.0,465961000.0,465961000.0,2015-06-18,2599-12-31
BC.SJX.HH,32.0048,-115.948,1616.0,920299000.0,918482000.0,919727000.0,2012-03-20,2599-12-31
BC.SLRCX.HH,32.4579,-114.7049,47.0,271346000.0,271445000.0,271445000.0,2015-06-06,2599-12-31
BC.SV2X.HH,31.3398,-116.2384,135.0,927149000.0,933448000.0,929669000.0,2017-04-05,2599-12-31
BC.TJX.HH,32.51017,-117.0543,210.0,271543000.0,271445000.0,271543000.0,2011-10-17,2599-12-31
BC.TKX.HH,32.5687,-116.6075,541.0,271445000.0,271445000.0,271445000.0,2011-10-11,2599-12-31
BC.TL2X.HH,32.4481,-115.109,15.0,1257780000.0,1261560000.0,1257780000.0,2021-05-15,2599-12-31
BC.UABX.HH,32.6316,-115.4447,44.0,271543000.0,271543000.0,271445000.0,2011-06-30,2599-12-31
BC.VTX.HH,31.3914,-115.784,746.0,922216000.0,924035000.0,919727000.0,2011-11-09,2599-12-31
CI.ACP.HH,32.9546,-116.30338,392.0,314801000.0,314801000.0,314801000.0,2019-07-17,2599-12-31
CI.AGM.HH,32.84474,-114.78425,323.0,314800731.4,314800731.4,314800731.4,2022-05-10,2599-12-31
CI.BAR.HH,32.68005,-116.67215,529.0,629601462.9,629601462.9,629601462.9,2025-07-16,2599-12-31
CI.BC3.HH,33.65515,-115.45366,1137.0,629865078.5,629865078.5,629865078.5,1997-09-20,2599-12-31
CI.BOM.HH,33.36465,-115.72963,-54.0,629865078.5,629865078.5,629865078.5,2009-02-10,2599-12-31
CI.BOR.HH,33.2682,-116.41716,251.0,629601462.9,629601462.9,629601462.9,2021-07-09,2599-12-31
CI.COA.HH,32.86341,-115.12339,33.0,629601462.9,629601462.9,629601462.9,2025-06-23,2599-12-31
CI.CPO.HH,32.64266,-116.48514,838.0,314801000.0,314801000.0,314801000.0,2022-07-14,2599-12-31
CI.CRR.HH,32.88682,-115.96918,66.0,629601000.0,629601000.0,629601000.0,2014-06-10,2599-12-31
CI.CTC.HH,33.65516,-115.99006,538.0,629601000.0,629601000.0,629601000.0,2000-04-27,2599-12-31
CI.CTW.HH,33.67728,-115.87214,504.0,629536560.4,629536560.4,629536560.4,2023-09-28,2599-12-31
CI.CYP.HH,32.90611,-116.62722,1013.0,314801000.0,314801000.0,314801000.0,2018-06-19,2599-12-31
CI.DRE.HH,32.80532,-115.44679,-13.0,631215000.0,632055000.0,630376000.0,2002-07-17,2599-12-31
CI.DZA.HH,32.60657,-116.77477,554.0,314801000.0,314801000.0,314801000.0,2016-07-20,2599-12-31
CI.ELO.HH,32.76528,-115.62089,0.0,629601000.0,629601000.0,629601000.0,2023-02-28,2599-12-31
CI.EML.HH,32.89083,-116.84566,159.0,629601000.0,629601000.0,629601000.0,2024-09-18,2599-12-31
CI.ERR.HH,33.11652,-115.82273,-56.0,631545000.0,632385000.0,628185000.0,2014-05-29,2599-12-31
CI.FRK.HH,33.40209,-115.63835,60.0,314768280.2,314768280.2,314768280.2,2018-09-26,2599-12-31
CI.GLA.HH,33.05149,-114.82706,606.0,629536560.4,629536560.4,629536560.4,2020-10-27,2599-12-31
CI.HAY.HH,33.70734,-115.63889,458.0,626910814.5,626910814.5,626838832.1999999,2014-07-17,2599-12-31
CI.IKP.HH,32.65012,-116.10948,906.0,629601000.0,629601000.0,629601000.0,2023-12-27,2599-12-31
CI.IMP.HH,32.90147,-115.56071,-27.0,632054706.6999999,627018414.2,628697178.4,2014-07-30,2599-12-31
CI.JEM.HH,33.08098,-116.59755,1307.0,629601000.0,629601000.0,629601000.0,2024-02-27,2599-12-31
CI.LYP.HH,32.70333,-116.7548,886.0,314801000.0,314801000.0,314801000.0,2022-09-28,2599-12-31
CI.MTG.HH,33.19915,-116.64727,1092.0,629536560.4,629536560.4,629536560.4,2020-07-16,2599-12-31
CI.NSS2.HH,33.55553,-115.94586,17.0,629536560.4,629536560.4,629536560.4,2021-08-19,2599-12-31
CI.OCP.HH,32.74755,-116.01931,155.0,314801000.0,314801000.0,314801000.0,2022-07-13,2599-12-31
CI.OLP.HH,32.60771,-116.93019,159.0,629865000.0,629865000.0,629865000.0,2001-01-10,2599-12-31
CI.PLR.HH,33.17349,-115.97774,54.0,629601462.9,629601462.9,629601462.9,2022-02-03,2599-12-31
CI.RCR.HH,33.36237,-116.3096,193.0,314801000.0,314801000.0,314801000.0,2023-12-05,2599-12-31
CI.RUN.HH,32.97222,-114.97809,116.0,629601462.9,629601462.9,629601462.9,2025-06-24,2599-12-31
CI.RXH.HH,33.18313,-115.62257,-59.0,314801000.0,314801000.0,314801000.0,2004-05-26,2599-12-31
CI.SGL.HH,32.64933,-115.72638,75.0,629601000.0,629601000.0,629601000.0,2014-05-29,2599-12-31
CI.SLB.HH,33.48519,-115.86643,0.0,629536560.4,629536560.4,629536560.4,2020-08-18,2599-12-31
CI.SLH.HH,33.19269,-116.25399,208.0,629537000.0,629537000.0,629537000.0,2020-09-30,2599-12-31
CI.SNR.HH,32.86184,-115.43602,-64.0,629601000.0,629601000.0,629601000.0,2023-03-28,2599-12-31
CI.SWP.HH,32.79184,-116.09718,264.0,314801000.0,314801000.0,314801000.0,2023-10-12,2599-12-31
CI.SWS.HH,32.94508,-115.79988,140.0,629601000.0,629601000.0,629601000.0,1997-09-20,2599-12-31
CI.THM.HH,33.65066,-116.07734,60.0,629601462.9,629601462.9,629601462.9,2020-09-10,2599-12-31
CI.VLO.HH,32.97181,-116.41064,518.0,314800731.4,314800731.4,314800731.4,2023-01-12,2599-12-31
CI.WMD.HH,33.03826,-115.58191,-45.0,628185438.3000001,622306697.6,621466877.5,2014-06-11,2025-06-09
CI.WWF.HH,33.27884,-115.57888,-61.0,314801000.0,314801000.0,314801000.0,2023-03-30,2599-12-31
CI.YUH2.HH,32.64752,-115.92227,184.0,629601000.0,629601000.0,629601000.0,2023-05-04,2599-12-31
BC.RMX.HH,32.5535,-116.0288,1278.0,271543000.0,271543000.0,271543000.0,2011-10-11,2599-12-31
BC.SFX.HH,31.0376,-114.851,39.0,915993000.0,920399000.0,917911000.0,2012-07-04,2599-12-31
BC.SQX.HH,30.57618,-115.8758,101.0,921174000.0,920501000.0,921747000.0,2011-12-08,2599-12-31
BC.YUCAX.HH,32.6054,-115.0094,0.0,465859000.0,465279000.0,465279000.0,2015-06-22,2599-12-31
CI.BLY.HH,33.7503,-114.52375,201.0,629601462.9,629601462.9,629601462.9,2014-10-15,2599-12-31
